Cluster,Center_Latitude,Center_Longitude,Total_Accidents,Dominant_Severity,Dominant_Weather,Dominant_Road_Type,Average_Speed,Average_Casualties,Peak_Hour,Fatal_Count,Serious_Count,Slight_Count
3429,57.054688,-2.1484697,26,Slight,Fine No High Winds,Dual Carriageway,59.23,1.73,13.0,0,7,19
3462,51.6556,-1.2135403,26,Slight,Fine No High Winds,Single Carriageway,40.38,1.23,15.0,0,4,22
1725,51.458443,-0.7427585,26,Slight,Fine No High Winds,Single Carriageway,58.46,1.31,7.0,0,1,25
144,53.768856,-2.2234745,26,Slight,Fine No High Winds,Single Carriageway,48.46,1.42,13.0,1,7,18
1685,51.554382,-0.92745805,26,Slight,Fine No High Winds,Single Carriageway,62.31,1.58,18.0,1,2,23
130,53.7321,-2.4196763,26,Slight,Fine No High Winds,Single Carriageway,43.85,1.92,18.0,1,2,23
1722,51.43787,-1.3210266,26,Slight,Fine No High Winds,Dual Carriageway,67.69,1.69,19.0,1,5,20
3442,54.460007,-0.66426253,26,Slight,Fine No High Winds,Single Carriageway,41.92,1.38,12.0,1,3,22
3443,54.250557,-0.37847117,26,Slight,Fine No High Winds,Single Carriageway,37.31,1.62,16.0,1,2,23
3455,52.2144,-1.0003396,26,Slight,Fine No High Winds,Single Carriageway,41.92,1.19,15.0,1,7,18
3447,52.068848,-2.200591,26,Slight,Fine No High Winds,Single Carriageway,48.08,1.65,8.0,1,1,24
909,53.229855,-1.3657233,26,Slight,Fine No High Winds,Single Carriageway,48.46,1.58,9.0,0,4,22
1681,51.713394,-1.0928605,26,Slight,Fine No High Winds,Single Carriageway,51.15,1.92,18.0,3,7,16
1679,52.024246,-1.295049,26,Slight,Fine No High Winds,Dual Carriageway,70.0,1.31,4.0,1,1,24
2996,53.737648,-0.471879,26,Slight,Fine No High Winds,Single Carriageway,53.08,1.65,8.0,1,4,21
3309,51.64487,-0.8008897,26,Slight,Fine No High Winds,Single Carriageway,35.38,1.46,16.0,1,5,20
2989,53.730186,-1.4003868,26,Slight,Fine No High Winds,Single Carriageway,39.62,1.35,16.0,1,5,20
1411,52.161476,1.3804411,26,Slight,Fine No High Winds,Single Carriageway,55.38,1.31,17.0,0,3,23
3331,50.905354,0.16980194,26,Slight,Fine No High Winds,Single Carriageway,58.46,1.31,8.0,0,3,23
3332,50.990444,-0.27344492,26,Slight,Fine No High Winds,Single Carriageway,35.77,1.42,7.0,0,3,23
319,54.7626,-1.505279,26,Slight,Fine No High Winds,Single Carriageway,57.69,1.62,9.0,0,3,23
2978,53.796654,-1.2322383,26,Slight,Fine No High Winds,Single Carriageway,49.62,1.46,17.0,1,5,20
3346,51.27769,-2.2002974,26,Slight,Fine No High Winds,Single Carriageway,42.69,1.35,7.0,1,6,19
2971,54.948734,-1.9546958,26,Slight,Fine No High Winds,Single Carriageway,58.85,1.54,9.0,1,3,22
245,53.109097,-2.39872,26,Slight,Fine No High Winds,Single Carriageway,55.77,1.46,9.0,1,10,15
2965,53.09631,-2.3962495,26,Slight,Fine No High Winds,Single Carriageway,40.77,1.65,10.0,0,8,18
1437,52.083565,-0.6112302,26,Slight,Fine No High Winds,Single Carriageway,58.08,1.35,18.0,1,4,21
3366,55.746597,-4.527155,26,Slight,Fine No High Winds,Single Carriageway,57.31,1.27,8.0,0,4,22
3370,53.851505,-2.7635474,26,Slight,Fine No High Winds,Single Carriageway,58.85,1.42,9.0,0,10,16
2963,53.33368,-2.597617,26,Slight,Fine No High Winds,Dual Carriageway,61.54,2.04,17.0,0,5,21
3374,53.515827,-2.8050132,26,Slight,Fine No High Winds,Dual Carriageway,62.69,1.42,13.0,2,9,15
1446,52.061527,-0.3729448,26,Slight,Fine No High Winds,Single Carriageway,57.69,1.54,17.0,0,8,18
3470,51.278755,0.58322006,26,Slight,Fine No High Winds,Dual Carriageway,56.92,1.35,9.0,1,4,21
3385,52.333603,-1.8699703,26,Slight,Fine No High Winds,Dual Carriageway,60.0,1.42,8.0,3,0,23
1586,51.88779,0.26302952,26,Slight,Fine No High Winds,Single Carriageway,44.23,1.31,13.0,1,2,23
1613,51.83272,-0.782552,26,Slight,Fine No High Winds,Single Carriageway,35.0,1.54,9.0,1,2,23
3398,52.5339,1.0561379,26,Slight,Fine No High Winds,Dual Carriageway,63.85,1.81,14.0,5,2,19
1628,51.666325,-0.69764256,26,Slight,Fine No High Winds,Single Carriageway,30.0,1.42,15.0,0,4,22
2925,55.677265,-4.71314,26,Slight,Fine No High Winds,Single Carriageway,58.46,1.23,9.0,0,6,20
1980,51.328026,1.0249066,26,Slight,Fine No High Winds,Single Carriageway,40.38,1.54,19.0,2,6,18
3504,51.673393,-0.34502837,26,Slight,Fine No High Winds,Single Carriageway,51.54,1.58,8.0,0,2,24
1981,51.213676,0.31170416,26,Slight,Fine No High Winds,Single Carriageway,45.38,1.19,16.0,0,2,24
2714,52.408226,-3.571635,26,Slight,Fine No High Winds,Single Carriageway,60.0,1.73,12.0,1,6,19
2515,50.731117,-2.402269,26,Slight,Fine No High Winds,Single Carriageway,60.0,1.81,8.0,0,5,21
3598,55.09581,-1.6600279,26,Slight,Fine No High Winds,Dual Carriageway,63.85,1.54,7.0,2,3,21
3599,54.89746,-1.7930276,26,Slight,Fine No High Winds,Single Carriageway,55.77,1.96,15.0,0,6,20
3601,53.69328,-1.2306243,26,Slight,Fine No High Winds,Dual Carriageway,67.31,1.58,7.0,0,6,20
3603,53.710064,-0.13354608,26,Slight,Fine No High Winds,Single Carriageway,48.08,1.54,12.0,0,5,21
3604,52.873875,-3.003077,26,Slight,Fine No High Winds,Single Carriageway,32.69,1.27,8.0,0,4,22
3617,50.79507,-0.8251926,26,Slight,Fine No High Winds,Single Carriageway,44.23,1.85,10.0,0,7,19
3618,50.9795,-0.3411549,26,Slight,Fine No High Winds,Dual Carriageway,61.15,1.69,14.0,0,2,24
3628,55.692764,-4.8628154,26,Slight,Fine No High Winds,Single Carriageway,31.15,1.08,13.0,0,6,20
3635,54.151913,-2.4851477,26,Slight,Fine No High Winds,Single Carriageway,57.31,1.73,15.0,0,9,17
3638,51.98118,-0.6378753,26,Slight,Fine No High Winds,Single Carriageway,60.0,1.65,18.0,0,3,23
2712,52.50914,-3.2792768,26,Slight,Fine No High Winds,Single Carriageway,58.85,1.69,16.0,0,5,21
3651,53.23829,-1.9112881,26,Slight,Fine No High Winds,Single Carriageway,49.23,1.15,7.0,0,6,20
3586,51.812176,-3.8643658,26,Slight,Fine No High Winds,Single Carriageway,31.54,1.27,9.0,0,4,22
11,51.67617,-0.12449062,26,Slight,Fine No High Winds,Single Carriageway,33.46,1.42,12.0,1,4,21
3664,51.67432,-3.4839227,26,Slight,Fine No High Winds,Single Carriageway,34.62,1.19,18.0,0,3,23
3665,56.084557,-3.564002,26,Slight,Fine No High Winds,Single Carriageway,36.54,1.38,15.0,0,8,18
3666,55.741398,-4.2739196,26,Slight,Fine No High Winds,Single Carriageway,32.31,1.12,13.0,2,4,20
3672,53.054283,-1.1821256,26,Slight,Fine No High Winds,Single Carriageway,41.15,1.35,8.0,2,3,21
2731,56.74613,-5.201399,26,Slight,Raining No High Winds,Single Carriageway,59.23,1.31,18.0,1,2,23
3,51.59039,0.25385562,26,Slight,Fine No High Winds,Single Carriageway,32.31,1.65,9.0,0,2,24
2782,56.076252,-3.2903407,26,Slight,Fine No High Winds,Single Carriageway,60.0,1.5,7.0,2,5,19
3681,50.934013,0.07866565,26,Slight,Fine No High Winds,Single Carriageway,56.54,1.65,10.0,0,5,21
3690,53.27744,-2.3002687,26,Serious,Fine No High Winds,Single Carriageway,54.23,1.42,8.0,0,13,13
3691,53.25266,-2.968049,26,Slight,Fine No High Winds,Single Carriageway,51.15,1.42,12.0,1,6,19
3694,53.344486,0.009430077,26,Slight,Fine No High Winds,Single Carriageway,58.85,1.88,17.0,1,7,18
3590,57.2213,-2.0745924,26,Slight,Fine No High Winds,Dual Carriageway,68.46,1.62,15.0,2,7,17
3582,50.81689,-1.9824303,26,Slight,Fine No High Winds,Single Carriageway,45.38,1.31,14.0,0,2,24
3474,50.900887,-0.3352642,26,Slight,Fine No High Winds,Single Carriageway,56.15,1.15,9.0,1,5,20
2308,51.268307,-2.6530669,26,Slight,Fine No High Winds,Single Carriageway,59.23,2.12,16.0,3,6,17
3478,51.011745,-3.0438182,26,Slight,Fine No High Winds,Single Carriageway,33.08,1.38,12.0,0,4,22
2101,50.903008,0.4533161,26,Slight,Fine No High Winds,Single Carriageway,56.92,1.38,7.0,0,6,20
2141,50.342472,-5.109055,26,Slight,Fine No High Winds,Single Carriageway,41.15,1.73,7.0,0,3,23
2176,50.551758,-4.3322096,26,Slight,Fine No High Winds,Single Carriageway,56.54,1.81,12.0,0,2,24
2860,55.91284,-4.2702894,26,Slight,Fine No High Winds,Single Carriageway,57.31,1.54,8.0,0,5,21
3501,52.751347,-1.251456,26,Slight,Fine No High Winds,Single Carriageway,41.15,1.42,15.0,0,1,25
70,53.784245,-2.9241858,26,Slight,Fine No High Winds,Single Carriageway,47.69,1.58,7.0,0,4,22
3303,52.228806,0.6774161,26,Slight,Fine No High Winds,Single Carriageway,48.08,1.38,13.0,0,3,23
3508,50.87081,-1.1125754,26,Slight,Fine No High Winds,Single Carriageway,50.38,1.12,11.0,0,6,20
2278,51.13875,-3.0482302,26,Slight,Fine No High Winds,Single Carriageway,59.23,1.58,16.0,3,7,16
3514,50.990463,0.8938462,26,Slight,Fine No High Winds,Single Carriageway,57.31,1.65,14.0,1,1,24
3520,51.71055,-3.1463351,26,Slight,Fine No High Winds,Single Carriageway,40.0,1.65,19.0,0,1,25
2370,51.32482,-2.4149492,26,Slight,Fine No High Winds,Single Carriageway,52.31,1.58,16.0,2,3,21
2434,51.261208,-1.6419572,26,Slight,Fine No High Winds,Single Carriageway,60.0,1.54,7.0,1,3,22
3540,51.540726,-0.80420524,26,Slight,Fine No High Winds,Single Carriageway,45.38,1.42,7.0,0,5,21
2401,51.722385,-2.2276123,26,Slight,Fine No High Winds,Single Carriageway,40.38,1.62,13.0,1,7,18
3555,54.10695,-2.3714354,26,Slight,Fine No High Winds,Single Carriageway,60.0,1.31,12.0,2,7,17
3558,52.351944,-1.7790014,26,Slight,Fine No High Winds,Single Carriageway,33.85,1.19,18.0,0,2,24
3560,52.670357,-2.7634454,26,Slight,Fine No High Winds,Single Carriageway,48.46,1.58,11.0,1,5,20
3561,52.20594,-1.815903,26,Slight,Fine No High Winds,Single Carriageway,59.62,1.69,17.0,0,6,20
3563,53.078857,-1.0891458,26,Slight,Fine No High Winds,Single Carriageway,56.54,1.88,17.0,0,5,21
49,54.843063,-3.1169145,26,Slight,Fine No High Winds,Single Carriageway,60.0,1.58,16.0,0,5,21
3569,52.355614,0.033259653,26,Slight,Fine No High Winds,Single Carriageway,32.69,1.23,14.0,0,2,24
3574,50.701206,-1.2386165,26,Slight,Fine No High Winds,Single Carriageway,58.85,1.62,10.0,0,8,18
3576,50.638447,-4.3296824,26,Slight,Fine No High Winds,Single Carriageway,56.54,1.31,8.0,1,3,22
3580,50.764893,-2.0204446,26,Slight,Fine No High Winds,Single Carriageway,30.0,1.27,17.0,0,4,22
405,53.97271,-1.595244,26,Slight,Fine No High Winds,Single Carriageway,39.62,1.69,16.0,1,4,21
3425,51.129578,-1.7335846,26,Slight,Fine No High Winds,Single Carriageway,36.92,1.5,16.0,0,3,23
435,54.025387,-1.5147645,26,Slight,Fine No High Winds,Single Carriageway,57.69,1.85,16.0,0,5,21
3251,53.343655,-2.1618128,26,Slight,Fine No High Winds,Single Carriageway,31.15,1.23,12.0,0,3,23
3070,51.85103,-0.18035208,26,Slight,Fine No High Winds,Single Carriageway,38.85,1.5,10.0,1,3,22
3068,51.89915,-0.6115583,26,Slight,Fine No High Winds,Single Carriageway,54.23,1.42,20.0,0,1,25
612,53.862175,-0.39178956,26,Slight,Fine No High Winds,Single Carriageway,52.31,1.54,16.0,0,8,18
3059,52.509926,0.6554976,26,Slight,Fine No High Winds,Single Carriageway,42.69,1.31,10.0,1,5,20
3057,52.28874,0.4714732,26,Slight,Fine No High Winds,Dual Carriageway,65.38,2.04,7.0,5,6,15
3244,55.37377,-4.650153,26,Slight,Fine No High Winds,Single Carriageway,60.0,1.92,21.0,0,5,21
3055,52.31065,-0.81507003,26,Slight,Fine No High Winds,Single Carriageway,59.62,1.31,8.0,1,2,23
557,53.52335,-0.16430527,26,Slight,Fine No High Winds,Single Carriageway,57.69,1.88,14.0,0,8,18
3281,53.164757,-1.34858,26,Slight,Fine No High Winds,Single Carriageway,53.08,1.88,14.0,1,5,20
3257,55.14963,-1.5488466,26,Slight,Fine No High Winds,Dual Carriageway,64.62,1.96,12.0,0,2,24
3048,52.78431,-1.1466186,26,Slight,Fine No High Winds,Single Carriageway,56.54,1.31,17.0,1,6,19
3043,53.22876,0.126518,26,Slight,Fine No High Winds,Single Carriageway,53.46,2.15,14.0,0,7,19
3263,53.72528,-1.2657565,26,Slight,Fine No High Winds,Single Carriageway,43.85,1.46,13.0,2,4,20
3266,53.908855,-1.4085482,26,Slight,Fine No High Winds,Single Carriageway,32.31,1.31,16.0,0,0,26
528,53.565937,-1.1554163,26,Slight,Fine No High Winds,Single Carriageway,31.15,1.31,15.0,0,3,23
3029,53.114006,-1.373125,26,Slight,Fine No High Winds,Single Carriageway,40.77,1.46,8.0,0,4,22
1091,53.341454,-0.3976917,26,Slight,Fine No High Winds,Single Carriageway,55.38,1.5,8.0,0,3,23
3218,51.974144,-4.256222,26,Slight,Fine No High Winds,Single Carriageway,52.31,1.65,11.0,1,7,18
1028,52.788822,-0.37644893,26,Slight,Fine No High Winds,Single Carriageway,60.0,1.35,15.0,0,8,18
3093,51.861423,-1.3073938,26,Slight,Fine No High Winds,Single Carriageway,55.0,1.31,14.0,0,2,24
3150,50.99865,0.47767082,26,Slight,Fine No High Winds,Single Carriageway,53.08,1.81,12.0,1,10,15
922,52.859524,-1.6014788,26,Slight,Fine No High Winds,Single Carriageway,49.23,1.88,19.0,1,7,18
3135,51.113808,0.64320433,26,Slight,Fine No High Winds,Single Carriageway,35.77,1.19,14.0,0,1,25
3133,51.29311,1.3454303,26,Slight,Fine No High Winds,Dual Carriageway,49.62,1.42,8.0,0,1,25
960,53.4187,-1.0284619,26,Slight,Fine No High Winds,Single Carriageway,58.46,1.73,8.0,1,10,15
962,53.1406,-1.0315497,26,Slight,Fine No High Winds,Single Carriageway,30.0,1.27,16.0,0,6,20
808,52.123177,-1.5301851,26,Slight,Fine No High Winds,Single Carriageway,59.23,1.42,8.0,1,5,20
3175,50.8847,-3.0850515,26,Slight,Fine No High Winds,Single Carriageway,53.46,1.65,15.0,1,3,22
3176,50.77014,-3.0057535,26,Slight,Fine No High Winds,Single Carriageway,50.77,1.65,15.0,0,6,20
3178,50.834305,-3.3933907,26,Slight,Fine No High Winds,Single Carriageway,58.08,1.38,14.0,1,1,24
963,53.122498,-1.0214238,26,Slight,Fine No High Winds,Single Carriageway,54.23,1.96,14.0,0,3,23
3196,51.41927,-1.8719279,26,Slight,Fine No High Winds,Single Carriageway,58.08,1.19,8.0,0,3,23
966,53.051895,-1.0649384,26,Slight,Fine No High Winds,Single Carriageway,57.31,1.15,8.0,0,5,21
745,52.363125,-2.3660605,26,Slight,Fine No High Winds,Single Carriageway,50.38,1.65,11.0,0,6,20
3205,53.283676,-4.5638304,26,Slight,Fine No High Winds,Single Carriageway,33.85,1.23,16.0,1,5,20
1274,52.6366,0.17028481,26,Slight,Fine No High Winds,Single Carriageway,30.77,1.5,8.0,2,2,22
2780,56.182194,-3.191525,26,Slight,Fine No High Winds,Single Carriageway,48.85,1.35,17.0,0,4,22
3006,53.04044,-2.0528219,26,Slight,Fine No High Winds,Single Carriageway,34.62,1.5,9.0,0,0,26
3296,52.51798,-0.15539208,26,Slight,Fine No High Winds,Single Carriageway,59.23,1.46,7.0,0,2,24
3301,52.569176,1.6645538,26,Slight,Fine No High Winds,Single Carriageway,30.38,1.31,7.0,0,5,21
295,55.07241,-1.4711667,25,Slight,Fine No High Winds,Single Carriageway,52.0,1.6,20.0,2,2,21
3545,50.83932,-0.844753,25,Slight,Fine No High Winds,Single Carriageway,34.8,1.2,18.0,0,5,20
3204,50.712177,-2.5382316,25,Slight,Fine No High Winds,Single Carriageway,40.0,1.64,14.0,0,2,23
3552,55.503624,-3.695791,25,Slight,Fine No High Winds,Dual Carriageway,66.4,1.32,8.0,1,6,18
3550,55.958492,-3.4621034,25,Slight,Fine No High Winds,Single Carriageway,36.8,1.32,15.0,0,7,18
3549,56.48985,-2.8351986,25,Slight,Fine No High Winds,Dual Carriageway,48.0,1.4,8.0,0,4,21
3544,50.80008,-0.61816293,25,Slight,Fine No High Winds,Single Carriageway,42.4,1.24,13.0,0,5,20
3557,54.642353,-1.255461,25,Slight,Fine No High Winds,Dual Carriageway,66.8,1.8,17.0,3,2,20
3542,51.135693,1.2235328,25,Slight,Fine No High Winds,Single Carriageway,44.4,1.44,10.0,0,7,18
2833,55.988766,-2.562197,25,Slight,Fine No High Winds,Dual Carriageway,69.2,1.52,6.0,0,6,19
996,52.800613,-0.0296134,25,Slight,Fine No High Winds,Single Carriageway,37.2,1.6,9.0,1,2,22
1021,52.917152,-0.32143277,25,Slight,Fine No High Winds,Single Carriageway,60.0,1.56,13.0,0,8,17
3537,52.085472,0.0149866,25,Slight,Fine No High Winds,Single Carriageway,40.0,1.12,14.0,0,5,20
3556,53.86879,-0.34490517,25,Slight,Fine No High Winds,Single Carriageway,53.2,1.76,12.0,0,2,23
3201,50.966084,-2.161849,25,Slight,Fine No High Winds,Single Carriageway,59.2,1.4,10.0,1,4,20
993,53.06161,-0.39560768,25,Slight,Fine No High Winds,Single Carriageway,53.2,1.48,12.0,0,3,22
3533,52.856354,-1.2351565,25,Slight,Fine No High Winds,Single Carriageway,60.0,1.52,17.0,0,5,20
3562,53.04994,-1.4496077,25,Slight,Fine No High Winds,Single Carriageway,30.0,1.24,7.0,1,4,20
3564,52.947685,-0.06192468,25,Slight,Fine No High Winds,Single Carriageway,50.0,1.36,8.0,0,2,23
2427,51.64814,-2.6599874,25,Slight,Fine No High Winds,Single Carriageway,50.8,1.44,7.0,0,5,20
3317,50.880863,-1.1812426,25,Slight,Fine No High Winds,Single Carriageway,47.6,1.44,13.0,0,7,18
3568,52.327023,-1.1442615,25,Slight,Fine No High Winds,Dual Carriageway,64.4,1.44,8.0,1,7,17
3197,51.19784,-1.7738017,25,Slight,Fine No High Winds,Single Carriageway,30.4,1.12,7.0,0,4,21
1386,52.148346,0.55377495,25,Slight,Fine No High Winds,Single Carriageway,59.2,1.36,15.0,0,3,22
3577,50.35814,-4.8618793,25,Slight,Fine No High Winds,Single Carriageway,36.4,1.36,12.0,1,2,22
3579,51.864925,-2.488738,25,Slight,Fine No High Winds,Single Carriageway,34.0,1.24,17.0,0,2,23
758,51.933666,-2.4827065,25,Slight,Fine No High Winds,Single Carriageway,59.6,1.56,13.0,0,5,20
3534,52.761063,-1.3202063,25,Slight,Fine No High Winds,Single Carriageway,58.8,1.64,10.0,0,4,21
3531,52.415062,-2.2852368,25,Slight,Fine No High Winds,Single Carriageway,55.6,1.48,17.0,1,6,18
3321,50.637207,-1.2590369,25,Slight,Fine No High Winds,Single Carriageway,37.6,1.52,8.0,0,2,23
1389,52.347412,0.7385967,25,Slight,Fine No High Winds,Single Carriageway,60.0,1.92,16.0,1,5,19
3476,50.53154,-4.331325,25,Slight,Fine No High Winds,Single Carriageway,55.6,1.88,15.0,1,7,17
3236,56.429985,-5.4585986,25,Slight,Fine No High Winds,Single Carriageway,60.0,1.44,8.0,1,5,19
3481,50.7335,-2.7854376,25,Slight,Fine No High Winds,Single Carriageway,52.8,2.04,11.0,2,9,14
3005,53.007492,-2.0833993,25,Slight,Fine No High Winds,Single Carriageway,58.8,1.6,7.0,1,6,18
1391,52.079636,0.7392747,25,Slight,Fine No High Winds,Single Carriageway,58.8,1.8,8.0,0,9,16
3486,57.032433,-2.156732,25,Slight,Fine No High Winds,Dual Carriageway,60.4,1.12,18.0,1,7,17
3487,55.597267,-2.7137628,25,Slight,Fine No High Winds,Single Carriageway,49.2,1.56,14.0,1,5,19
3488,55.92689,-4.282335,25,Slight,Fine No High Winds,Roundabout,44.4,1.44,13.0,0,5,20
3489,55.396748,-4.523838,25,Slight,Fine No High Winds,Single Carriageway,60.0,1.32,13.0,0,4,21
3490,55.10544,-3.3496897,25,Slight,Fine No High Winds,Single Carriageway,64.4,1.76,11.0,0,7,18
2113,50.245052,-5.2794123,25,Slight,Fine No High Winds,Single Carriageway,50.8,1.44,12.0,1,3,21
3492,54.196976,-2.7236779,25,Slight,Fine No High Winds,Dual Carriageway,61.6,1.48,9.0,0,4,21
3496,53.243317,-1.5784776,25,Slight,Fine No High Winds,Single Carriageway,53.2,1.56,17.0,0,3,22
3111,51.018543,-0.93063337,25,Slight,Fine No High Winds,Slip Road,64.0,1.36,13.0,1,5,19
3498,52.57749,-1.256071,25,Slight,Fine No High Winds,Dual Carriageway,70.0,1.64,14.0,2,1,22
3072,51.871246,0.6606791,25,Slight,Fine No High Winds,Single Carriageway,56.0,1.8,8.0,1,7,17
663,52.97157,-1.9649253,25,Slight,Fine No High Winds,Single Carriageway,56.4,2.0,10.0,0,3,22
433,54.1783,-0.530485,25,Slight,Fine No High Winds,Single Carriageway,43.2,1.4,17.0,1,10,14
3506,51.62611,-1.2225548,25,Slight,Fine No High Winds,Single Carriageway,58.8,1.68,8.0,1,7,17
3507,51.467392,-0.7438605,25,Slight,Fine No High Winds,Single Carriageway,53.6,1.24,6.0,2,4,19
1042,53.365078,-0.03086568,25,Slight,Fine No High Winds,Single Carriageway,58.4,1.72,16.0,0,6,19
3510,51.01937,-1.3912038,25,Slight,Fine No High Winds,Single Carriageway,44.8,1.4,17.0,0,5,20
3512,51.302765,0.84319687,25,Slight,Raining No High Winds,Dual Carriageway,69.6,1.24,8.0,1,1,23
3085,51.783005,-1.4569948,25,Slight,Fine No High Winds,Single Carriageway,63.6,1.4,7.0,2,6,17
3517,51.49765,-2.4355798,25,Slight,Fine No High Winds,Dual Carriageway,67.6,2.28,8.0,1,4,20
3090,51.67489,-1.5127667,25,Slight,Fine No High Winds,Single Carriageway,50.8,1.76,21.0,2,4,19
3583,53.085438,-3.0569499,25,Slight,Fine No High Winds,Single Carriageway,58.4,1.28,17.0,1,5,19
3587,51.7918,-5.051236,25,Slight,Fine No High Winds,Single Carriageway,60.0,1.76,13.0,0,6,19
1858,51.384453,-0.64954245,25,Slight,Fine No High Winds,Single Carriageway,45.6,1.44,7.0,1,4,20
3592,55.91846,-3.6777744,25,Slight,Fine No High Winds,Single Carriageway,58.4,1.36,16.0,0,4,21
3661,51.41601,-2.2685032,25,Slight,Fine No High Winds,Single Carriageway,44.0,1.44,16.0,1,3,21
3662,51.77637,-3.2993686,25,Slight,Fine No High Winds,Dual Carriageway,54.4,1.8,14.0,0,6,19
3161,50.124672,-5.6805,25,Slight,Fine No High Winds,Single Carriageway,36.4,1.24,12.0,0,4,21
1385,52.03859,0.7765737,25,Slight,Fine No High Winds,Single Carriageway,56.8,1.68,7.0,0,6,19
3667,54.95015,-2.6787174,25,Slight,Fine No High Winds,Single Carriageway,60.0,1.68,11.0,1,0,24
3668,53.813446,-2.6082604,25,Serious,Fine No High Winds,Single Carriageway,46.4,2.08,22.0,3,13,9
3670,51.999897,-2.793302,25,Slight,Fine No High Winds,Single Carriageway,59.2,1.72,17.0,0,5,20
3671,52.283936,-1.3927417,25,Slight,Fine No High Winds,Single Carriageway,32.0,1.24,15.0,0,6,19
3138,51.32366,1.1969551,25,Slight,Fine No High Winds,Single Carriageway,39.6,1.6,16.0,0,3,22
3674,52.035324,-0.3529951,25,Slight,Fine No High Winds,Single Carriageway,47.6,1.24,17.0,0,2,23
3001,53.947147,-0.88897216,25,Slight,Fine No High Winds,Single Carriageway,51.2,1.96,16.0,1,10,14
3676,51.559105,-0.708988,25,Slight,Fine No High Winds,Single Carriageway,33.6,1.24,9.0,0,1,24
3678,50.98642,0.81506026,25,Slight,Fine No High Winds,Single Carriageway,59.6,1.32,9.0,1,8,16
3151,50.916763,0.44773257,25,Slight,Fine No High Winds,Single Carriageway,48.4,1.68,17.0,0,2,23
3684,50.874615,-0.92418295,25,Slight,Fine No High Winds,Single Carriageway,59.6,1.72,23.0,0,4,21
3687,55.808144,-3.8069754,25,Slight,Fine No High Winds,Dual Carriageway,60.4,1.52,10.0,0,7,18
3688,53.81653,-2.4262304,25,Slight,Fine No High Winds,Single Carriageway,38.0,1.16,15.0,0,2,23
3689,53.29599,-2.1058555,25,Slight,Fine No High Winds,Single Carriageway,30.0,1.12,17.0,0,5,20
3148,50.79001,-0.7933927,25,Slight,Fine No High Winds,Single Carriageway,39.2,1.6,16.0,1,3,21
3693,53.190063,-1.1314508,25,Slight,Fine No High Winds,Single Carriageway,57.2,1.32,6.0,1,4,20
3147,51.025467,0.5077352,25,Slight,Fine No High Winds,Single Carriageway,59.6,2.0,15.0,1,5,19
3695,52.160805,0.7620685,25,Slight,Fine No High Winds,Single Carriageway,60.0,1.48,8.0,2,3,20
3696,52.037983,-0.30209586,25,Slight,Fine No High Winds,Single Carriageway,33.6,1.16,16.0,0,4,21
3699,51.44591,-0.7526923,25,Slight,Fine No High Winds,Single Carriageway,59.6,1.44,14.0,1,3,21
3700,51.615997,-1.6349472,25,Slight,Fine No High Winds,Single Carriageway,56.4,1.6,8.0,2,4,19
3702,51.122974,-0.7505386,25,Slight,Fine No High Winds,Single Carriageway,35.6,1.44,10.0,0,4,21
3703,52.998425,-2.9627182,25,Slight,Fine No High Winds,Single Carriageway,58.8,1.32,18.0,0,4,21
3660,51.285355,-2.7896273,25,Slight,Fine No High Winds,Single Carriageway,30.0,1.68,8.0,0,2,23
3657,51.06812,-1.0206467,25,Slight,Fine No High Winds,Single Carriageway,58.8,1.28,16.0,0,7,18
3654,52.79583,-1.2945001,25,Slight,Fine No High Winds,Dual Carriageway,66.4,1.36,7.0,1,2,22
3614,51.238434,0.58079225,25,Slight,Fine No High Winds,Single Carriageway,40.0,1.64,11.0,2,8,15
3116,50.942623,-1.292651,25,Slight,Fine No High Winds,Single Carriageway,49.2,1.12,8.0,2,3,20
